id,surgery,age,hospital_number,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion,lesion_1,lesion_2,lesion_3,cp_data,outcome
415,no,adult,530242,37.2,108,12,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,6,decreased,firm,52,8.2,serosanguious,7.4,yes,2207,0,0,yes,euthanized
416,no,adult,528996,38.6,52,20,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,,more_1_liter,5.5,normal,firm,36,6.6,clear,5,no,0,0,0,yes,lived
417,yes,adult,528729,38.4,66,32,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,normal,distend_large,41,6.4,serosanguious,4.3,yes,2208,0,0,no,lived
418,yes,adult,528996,37.1,48,12,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4,decreased,distend_small,42,6.3,serosanguious,3.9,yes,0,0,0,yes,lived
419,no,adult,529424,38.4,52,24,warm,normal,normal_pink,less_3_sec,alert,hypomotile,,significant,,7.5,,,37,6.8,clear,5,no,2124,0,0,no,lived
420,yes,young,529340,38.3,184,30,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,slight,,4,absent,distend_small,48,6.1,serosanguious,4.5,yes,2205,0,0,yes,died
421,yes,adult,534519,37.5,72,24,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,moderate,,less_1_liter,2,absent,,75,81,cloudy,2,no,1400,0,0,no,euthanized
422,no,adult,528630,37.8,88,16,normal,,normal_pink,less_3_sec,depressed,hypomotile,,,more_1_liter,1,normal,,52,7,clear,2,no,3205,0,0,yes,euthanized
423,yes,adult,534280,37.2,88,24,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,severe,significant,more_1_liter,2,,distend_small,57,82,serosanguious,2,yes,2322,0,0,no,euthanized
424,yes,adult,530693,38.6,108,12,cool,,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,less_1_liter,5.4,absent,distend_large,48,7.5,serosanguious,2,yes,3205,0,0,no,died
425,yes,adult,528006,35.4,88,32,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,4,decreased,distend_small,55,6.6,serosanguious,3.6,yes,2209,0,0,yes,euthanized
426,yes,adult,530310,39.5,88,28,cold,reduced,bright_red,less_3_sec,depressed,absent,severe,,less_1_liter,1,decreased,distend_large,54,7.6,serosanguious,3.4,no,4205,0,0,no,died
427,yes,adult,526802,37.5,48,16,normal,normal,normal_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5,decreased,distend_large,45,7.5,cloudy,2,yes,3124,0,0,no,lived
428,no,adult,528570,38.4,72,36,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,2,absent,distend_large,64,8.2,cloudy,2.8,yes,7111,0,0,no,euthanized
429,yes,young,529667,39.4,120,48,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,7,,,43,7.4,serosanguious,2.1,yes,2112,0,0,no,died
430,yes,adult,535029,37.1,84,20,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,significant,less_1_liter,2,,,75,81,,2,no,1400,0,0,no,euthanized
431,yes,adult,528743,38.8,88,24,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3,decreased,distend_large,37,4.5,cloudy,3.9,yes,7111,0,0,yes,died
432,yes,young,529388,38.9,96,12,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,4.5,absent,distend_small,50,7.5,serosanguious,3.4,yes,2208,0,0,yes,died
433,no,adult,535330,38.2,129,48,cool,,pale_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,2,,,57,66,,2,yes,2209,0,0,no,euthanized
434,yes,young,5287179,38.1,136,48,cool,reduced,pale_pink,less_3_sec,severe_pain,hypermotile,moderate,slight,,4.4,increased,,33,4.9,cloudy,2.9,yes,2205,0,0,yes,died
435,no,adult,532985,39.2,104,48,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,significant,more_1_liter,2,,,66,8.2,serosanguious,2,no,1400,0,0,yes,died
436,yes,adult,530310,38.5,36,18,normal,,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,3,absent,distend_large,43,6.5,cloudy,3.2,yes,2208,0,0,yes,died
437,yes,adult,535043,39.7,108,51,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,slight,,more_1_liter,2,absent,distend_small,58,13,serosanguious,2,no,2113,0,0,yes,euthanized
438,yes,adult,528641,38.3,40,20,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.5,absent,distend_small,48,7.5,serosanguious,6.6,yes,2208,0,0,yes,euthanized
439,no,adult,528548,37.8,80,44,cool,reduced,dark_cyanotic,less_3_sec,depressed,hypomotile,,slight,,3,decreased,normal,47,6.4,serosanguious,5.2,yes,2300,0,0,yes,died
440,yes,adult,530526,37.9,48,20,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,,7,absent,distend_large,31.5,6,serosanguious,3.9,yes,3111,0,0,yes,lived
441,no,adult,534145,36.1,88,32,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,1,,distend_small,50,55,serosanguious,2,yes,2209,0,0,yes,euthanized
442,no,adult,5290409,37,66,16,warm,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7,decreased,distend_large,69,5.7,serosanguious,2.9,yes,2209,0,0,yes,died
443,yes,adult,528890,40.3,80,36,cool,reduced,pale_pink,less_3_sec,depressed,hypomotile,moderate,slight,,7,decreased,normal,54,6.5,serosanguious,3.4,yes,3205,0,0,yes,died
444,yes,adult,528743,37.1,75,36,,,dark_cyanotic,more_3_sec,severe_pain,absent,slight,,more_1_liter,5,absent,distend_small,48,7.5,serosanguious,3.4,yes,12208,0,0,yes,died
445,yes,adult,530526,38.9,140,20,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,normal,distend_large,57,6.5,serosanguious,3.9,yes,3113,0,0,yes,lived
446,yes,young,528668,38.8,129,40,cool,reduced,pale_cyanotic,more_3_sec,,absent,,,more_1_liter,5,normal,,34,7.6,,8,yes,2206,0,0,yes,lived
447,yes,adult,529461,38.5,114,36,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,,7,normal,,57,8.1,serosanguious,4.5,yes,2208,0,0,no,died
448,yes,adult,527365,39.1,88,20,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,2,absent,distend_small,52,89,cloudy,3.4,yes,2208,0,0,yes,euthanized
449,yes,adult,527709,38.8,129,51,normal,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,6.2,decreased,distend_small,57,8,serosanguious,6.6,yes,2206,0,0,no,lived
450,yes,young,5301219,38.2,128,36,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,moderate,slight,more_1_liter,6,absent,distend_small,57,8.9,serosanguious,4.5,yes,2209,0,0,yes,died
451,yes,adult,530366,37.5,60,12,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,4,decreased,distend_small,45,6.6,cloudy,4.5,yes,2208,0,0,yes,lived
452,yes,adult,527706,37.5,86,24,cold,reduced,bright_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,4.5,absent,distend_small,56,7.8,serosanguious,3.9,yes,2205,0,0,yes,died
453,yes,adult,5287179,36,114,36,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_small,44,6.2,serosanguious,4.3,yes,2208,0,0,yes,died
454,no,adult,528469,38.1,92,28,cool,reduced,bright_red,less_3_sec,depressed,absent,slight,,,7,decreased,firm,40,6.8,cloudy,2.6,no,2113,0,0,yes,lived
455,yes,adult,527544,38.5,56,30,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,,2,absent,distend_small,43,7.5,serosanguious,2,yes,2205,0,0,no,died
456,no,adult,528742,37.8,44,12,normal,normal,bright_pink,less_3_sec,alert,hypermotile,,,,5,normal,normal,32,7,serosanguious,4.7,no,0,0,0,yes,lived
457,yes,adult,530001,38.6,48,16,cool,normal,pale_cyanotic,less_3_sec,severe_pain,normal,slight,slight,more_1_liter,6.5,normal,,32,6.5,serosanguious,6,yes,2209,0,0,yes,euthanized
458,no,young,529888,40.3,114,36,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,,7,decreased,distend_small,48,6.5,serosanguious,4.5,yes,7400,0,0,no,died
459,yes,adult,530002,39.6,88,51,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,more_1_liter,4.5,absent,distend_small,73,6.6,serosanguious,2.6,no,2208,0,0,no,died
460,no,adult,529518,38.3,96,25,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,,more_1_liter,6.5,absent,,45,6.7,clear,3,yes,3115,0,0,no,died
461,yes,adult,528548,37.3,48,12,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,,slight,,3,decreased,distend_large,44,6,,3.6,yes,2124,0,0,yes,lived
462,yes,adult,530612,37.3,88,24,cool,reduced,dark_cyanotic,less_3_sec,mild_pain,absent,,,more_1_liter,1,absent,distend_small,66,6,serosanguious,3.4,yes,2208,0,0,no,euthanized
463,no,adult,534004,38.1,88,32,cool,reduced,pale_cyanotic,less_3_sec,,hypomotile,,,more_1_liter,1,absent,distend_small,55,60,,2,no,2209,0,0,no,euthanized
464,no,adult,529703,38.2,52,24,normal,normal,bright_red,less_3_sec,depressed,absent,slight,slight,more_1_liter,5.5,absent,firm,52,8.1,cloudy,1.6,no,11300,0,0,yes,lived
465,yes,adult,529667,39.1,48,32,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,41,7.5,clear,2.6,yes,2209,0,0,no,lived
466,no,adult,534183,38.5,92,30,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,,more_1_liter,2,absent,,52,81,cloudy,2,yes,3205,0,0,no,euthanized
467,no,adult,529399,39.3,120,24,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,5,absent,distend_small,65,8.5,serosanguious,3.4,no,2111,0,0,yes,died
468,no,adult,529796,38,52,24,normal,normal,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5.3,decreased,firm,38,7.3,clear,5,no,0,0,0,yes,lived
469,yes,adult,528006,39.2,112,16,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,slight,more_1_liter,5,absent,distend_small,50,7,cloudy,2.9,no,2209,0,0,yes,lived
470,no,adult,528299,38.3,52,12,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,slight,more_1_liter,5,decreased,firm,32,6,cloudy,1.6,no,3111,0,0,yes,lived
471,no,adult,534092,39.5,108,51,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,less_1_liter,2,,,50,13,clear,2,yes,2113,0,0,yes,lived
472,yes,adult,533902,37.8,48,12,normal,normal,normal_pink,less_3_sec,alert,normal,,slight,more_1_liter,4,increased,distend_small,41,70,cloudy,2,yes,7209,0,0,yes,lived
473,no,adult,529642,37.6,48,18,cool,reduced,normal_pink,less_3_sec,alert,absent,slight,slight,more_1_liter,5.5,,other,42,7.4,cloudy,2.8,no,3111,0,0,no,lived
474,yes,adult,527563,37.8,52,24,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,,slight,more_1_liter,5.7,increased,,48,6.6,clear,3.7,yes,5400,0,0,no,died
475,no,adult,530544,37.4,48,12,normal,normal,normal_pink,less_3_sec,alert,hypermotile,slight,slight,,5,normal,other,49,8,clear,5,no,0,0,0,no,lived
476,no,adult,528151,39.3,114,36,warm,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,,,7,absent,distend_large,50,7.9,serosanguious,6,no,4124,0,0,yes,died
477,yes,adult,530301,38.6,48,24,normal,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,6,decreased,other,45,6.4,clear,3.6,yes,4205,0,0,yes,died
478,no,adult,534135,38.1,40,16,,,,less_3_sec,,,,,more_1_liter,1,,distend_large,31,75,,1,yes,2208,0,0,no,euthanized
479,yes,adult,529796,37.8,96,24,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,5,absent,distend_small,52,7.5,serosanguious,4.5,yes,5400,0,0,no,died
480,yes,adult,534115,38.5,60,10,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,severe,,less_1_liter,2,absent,,50,77,serosanguious,2,yes,0,0,0,no,lived
481,yes,adult,534788,37.5,48,30,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,,more_1_liter,2,normal,,48,74,,2,no,5111,0,0,no,lived
482,no,adult,530381,38.1,124,40,cool,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2,,distend_small,55,8.1,serosanguious,2,yes,2208,0,0,no,euthanized
483,yes,adult,527518,36.6,82,36,cold,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.5,decreased,distend_large,45,7,cloudy,2,yes,2209,0,0,yes,lived
484,no,adult,529703,38,56,40,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,7,normal,firm,40,7.5,cloudy,2.3,no,5000,0,0,yes,lived
485,no,adult,529498,37.8,114,36,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,slight,slight,,7,decreased,distend_small,55,8.1,serosanguious,4.5,yes,2205,0,0,no,lived
486,yes,adult,528178,37.7,66,12,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,4,decreased,distend_small,31.5,6.1,serosanguious,4.3,yes,2208,0,0,yes,lived
487,yes,adult,534787,38,36,24,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,severe,significant,more_1_liter,2,,,52,75,cloudy,2,no,3111,0,0,no,euthanized
488,yes,adult,529461,36.5,114,36,cool,reduced,pale_cyanotic,more_3_sec,depressed,hypomotile,moderate,slight,,7,normal,distend_large,57,8.1,serosanguious,4.5,yes,3205,0,0,no,died
489,no,young,529172,37.4,84,30,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,normal,,48,7.5,cloudy,2.5,yes,2300,0,0,no,died
490,yes,adult,535043,39.3,100,51,cold,absent,dark_cyanotic,less_3_sec,depressed,absent,,,less_1_liter,2,,distend_small,68,13,serosanguious,2,yes,2205,0,0,yes,euthanized
491,yes,adult,5299629,38,40,26,normal,normal,normal_pink,less_3_sec,depressed,hypermotile,slight,slight,,7,normal,distend_large,45,5.9,cloudy,1.3,yes,2205,0,0,yes,lived
492,yes,adult,533942,36.7,100,24,cool,reduced,pale_cyanotic,less_3_sec,,absent,severe,,more_1_liter,2,decreased,distend_large,52,75,serosanguious,2,yes,2205,0,0,no,euthanized
493,yes,adult,534324,39.2,48,28,normal,normal,,less_3_sec,mild_pain,,,,more_1_liter,5.5,,,41,68,cloudy,2,yes,2209,0,0,yes,lived
494,yes,adult,5287179,38.3,88,28,normal,normal,pale_pink,less_3_sec,alert,hypermotile,,,more_1_liter,4.5,normal,,48,6.1,clear,2.6,yes,5206,0,0,no,died
495,yes,adult,528523,38,66,16,normal,reduced,pale_pink,less_3_sec,severe_pain,absent,slight,slight,,3,,,43,3.7,cloudy,3.6,yes,3133,0,0,yes,lived
496,no,adult,529135,38.8,86,16,cool,reduced,bright_pink,more_3_sec,depressed,hypomotile,moderate,,more_1_liter,7,absent,distend_large,73,8.2,clear,10.1,yes,4205,0,0,yes,died
497,no,adult,529272,38.3,112,16,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,,more_1_liter,1,,distend_large,51,6,serosanguious,1,yes,5205,0,0,yes,euthanized
498,yes,young,529642,37.5,84,40,cool,normal,bright_red,more_3_sec,depressed,absent,moderate,significant,,3,decreased,distend_large,43,6,clear,2.6,yes,7111,0,0,yes,lived
499,yes,adult,527563,39.2,128,36,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,,5,increased,distend_large,57,6.3,serosanguious,3.4,yes,3205,0,0,no,died
500,no,adult,529667,39,56,40,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,,7,absent,distend_large,44,7.5,clear,2.5,no,2113,0,0,yes,lived
501,yes,adult,533902,36.9,96,28,cool,normal,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,slight,more_1_liter,2,absent,distend_large,55,82,,2,yes,3205,0,0,no,died
502,no,adult,530001,38.6,88,28,warm,normal,pale_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,less_1_liter,7,decreased,,37,6.6,cloudy,3.2,yes,5400,0,0,yes,lived
503,no,adult,528183,37.1,66,8,normal,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.5,absent,distend_small,48,6.8,cloudy,2.3,yes,2208,0,0,yes,died
504,no,adult,535029,38.2,40,12,cool,reduced,pale_pink,less_3_sec,depressed,absent,moderate,slight,more_1_liter,2,,distend_large,33,51,cloudy,2,no,1400,0,0,no,euthanized
505,no,adult,530693,37.8,48,30,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5,absent,distend_small,37,6.5,clear,2.6,yes,2209,0,0,no,lived
506,yes,adult,529304,37.7,84,48,cool,reduced,bright_red,more_3_sec,mild_pain,hypomotile,moderate,significant,less_1_liter,7.5,absent,distend_small,63,8.4,serosanguious,2,yes,2208,0,0,no,died
507,yes,adult,5287179,37.8,124,30,cool,reduced,dark_cyanotic,more_3_sec,depressed,hypomotile,moderate,significant,more_1_liter,6.5,absent,distend_small,52,7.5,serosanguious,2.6,yes,5124,0,0,no,died
508,yes,adult,530384,38,88,36,cool,reduced,pale_pink,more_3_sec,extreme_pain,absent,moderate,,more_1_liter,4.5,decreased,distend_large,45,6.8,serosanguious,6.6,yes,31110,0,0,yes,died
509,yes,adult,528743,37.8,75,36,normal,normal,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5,absent,distend_large,48,7.4,serosanguious,3.2,yes,1400,0,0,no,died
510,yes,adult,529475,38.3,52,24,cold,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,,more_1_liter,7,decreased,distend_small,45,7.5,clear,1.3,yes,2207,0,0,no,lived
511,yes,adult,530001,39.1,86,24,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,absent,distend_small,59,6.5,serosanguious,4.8,yes,3205,0,0,no,died
512,yes,adult,528743,37.1,75,36,cold,reduced,pale_pink,more_3_sec,severe_pain,absent,severe,slight,,5,absent,distend_small,48,7.4,serosanguious,3.2,yes,12208,0,0,no,died
513,yes,adult,528214,38.6,48,20,,normal,normal_pink,less_3_sec,mild_pain,hypomotile,,,,3,normal,,42,7.5,clear,3.2,yes,2205,0,0,yes,died
514,no,adult,534787,38,50,20,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,1,,other,36,61,clear,2,no,0,0,0,yes,lived
515,yes,adult,527957,38.8,60,20,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,decreased,,52,7,serosanguious,6,no,3111,0,0,no,lived
516,yes,adult,530366,38.2,96,20,normal,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,slight,more_1_liter,5.2,normal,distend_small,47,6.2,clear,5.3,yes,31110,0,0,yes,died
517,no,adult,529461,40.3,114,36,cool,normal,normal_pink,more_3_sec,depressed,hypomotile,moderate,slight,,7,normal,distend_small,57,8.1,serosanguious,4.5,yes,7400,0,0,no,died
518,yes,adult,530526,37.6,48,30,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3,decreased,distend_large,35,7.5,cloudy,2.8,yes,3111,0,0,no,lived
519,yes,adult,528469,38.1,52,24,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,,slight,,7,normal,,44,7.5,cloudy,2.6,yes,2206,0,0,no,died
520,no,adult,529272,38.5,60,12,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,,7,,other,49,8.5,clear,5,no,3111,0,0,yes,lived
521,no,adult,533723,39.3,80,30,cold,reduced,pale_pink,less_3_sec,depressed,absent,severe,slight,more_1_liter,2,absent,distend_large,68,70,serosanguious,2,yes,3025,0,0,no,lived
522,yes,adult,526802,39,96,40,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,moderate,,less_1_liter,5.3,absent,distend_large,43,7.5,cloudy,2,yes,3025,0,0,yes,died
523,yes,adult,535163,37.8,78,20,cool,reduced,pale_pink,less_3_sec,,absent,slight,slight,more_1_liter,2,,,37,66,,2,yes,2207,1400,0,no,euthanized
524,yes,adult,528214,37.2,72,30,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,,3,absent,distend_small,44,6,cloudy,3.6,yes,2209,0,0,yes,lived
525,yes,adult,528668,38.1,60,24,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,,3,decreased,distend_small,43,6.1,cloudy,3.6,yes,2208,0,0,no,lived
526,no,adult,529461,36.1,114,48,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,5,,distend_large,57,7.4,serosanguious,4.5,yes,1400,0,0,yes,died
527,yes,adult,522979,37.6,75,60,cool,reduced,,more_3_sec,severe_pain,hypomotile,moderate,,more_1_liter,1,decreased,distend_large,45,8.5,cloudy,1,yes,4205,0,0,yes,died
528,yes,young,528931,38.1,84,36,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,slight,,more_1_liter,7.2,absent,distend_large,57,8,serosanguious,4.3,yes,3111,0,0,no,lived
529,yes,adult,534403,38.3,40,20,,,,,,,,,more_1_liter,1,,distend_large,36,62,,2,no,2208,0,0,no,euthanized
530,no,adult,530561,38.3,112,24,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,,7,,,57,4.5,serosanguious,2.6,no,400,0,0,yes,lived
531,no,adult,533692,38.5,48,16,normal,normal,normal_pink,less_3_sec,alert,hypermotile,,significant,more_1_liter,2,normal,,34,64,clear,1,no,0,0,0,no,lived
532,no,adult,528804,38.3,48,24,normal,normal,bright_pink,less_3_sec,depressed,normal,,,more_1_liter,5,normal,normal,43,7,cloudy,5,no,3111,0,0,yes,lived
533,no,adult,5290482,39.5,84,20,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,moderate,slight,less_1_liter,6.5,decreased,distend_large,35,6.7,cloudy,1.5,yes,4205,0,0,no,euthanized
534,yes,adult,534756,37.1,80,36,cool,reduced,pale_cyanotic,more_3_sec,depressed,absent,slight,slight,more_1_liter,2,decreased,distend_large,65,82,serosanguious,2,no,1400,0,0,no,euthanized
535,no,adult,529461,40.3,84,36,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,,7,normal,distend_large,57,8.1,serosanguious,4.5,yes,3205,0,0,yes,lived
536,yes,young,529685,37.5,66,40,warm,reduced,bright_red,less_3_sec,severe_pain,hypomotile,moderate,significant,less_1_liter,4,absent,distend_small,35,5.5,serosanguious,2.6,yes,5400,0,0,yes,died
