customer_age,annual_income,tenure_months,monthly_bill,support_calls,complaints,data_usage_gb,late_payments,satisfaction_score,discount_percent,contract_type,internet_service,payment_method,region,churn
18.0,63815.0,34.5,86.74,1.0,4.0,27.43,0.0,,0.0,,Fiber,Cash,South,0
41.0,67693.0,25.2,68.76,5.0,0.0,,0.0,8.2,24.9,One year,Fiber,UPI,,0
41.0,18000.0,18.2,,3.0,0.0,3.82,2.0,7.3,18.4,Month-to-month,5G,AutoPay,South,0
26.0,19641.0,12.2,73.64,2.0,0.0,11.47,0.0,7.3,6.2,Month-to-month,Fiber,UPI,North,0
45.0,21773.0,41.4,82.59,2.0,3.0,16.74,1.0,6.1,2.9,Month-to-month,5G,Bank Transfer,East,0
52.0,50071.0,59.9,66.83,4.0,1.0,19.96,5.0,7.1,10.1,Month-to-month,None,AutoPay,south ,0
45.0,118229.0,30.9,37.7,2.0,0.0,10.26,1.0,5.5,5.8,One year,Fiber,Bank Transfer,North,0
34.0,85186.0,13.6,43.45,3.0,1.0,30.77,3.0,5.1,7.3, MONTH-TO-MONTH ,DSL,,North,0
27.0,98053.0,20.3,77.93,4.0,1.0,30.22,0.0,,7.1,Month-to-month,5G,UPI,West,0
64.0,43694.0,11.9,71.99,1.0,0.0,16.39,3.0,8.2,14.0,Month-to-month,Fiber,AutoPay,South,1
43.0,23446.0,29.4,109.26,2.0,0.0,28.78,2.0,10.0,13.1,Month-to-month,None,Credit Card,East,0
32.0,74697.0,32.2,42.08,1.0,3.0,14.98,3.0,7.4,0.0,Month-to-month,Fiber,Credit Card,Central,0
57.0,89426.0,20.7,113.45,5.0,1.0,26.63,,10.0,10.2,Month-to-month,None,Cash,Central,0
44.0,24381.0,21.0,130.34,2.0,1.0,31.31,0.0,5.5,3.4,One year,None,AutoPay,East,0
49.0,39922.0,18.2,38.79,4.0,1.0,15.5,1.0,5.6,13.4,One year,,Cash,West,0
42.0,101644.0,15.6,92.32,2.0,0.0,8.4,1.0,5.6,16.9,One year,5G,AutoPay,West,0
53.0,27480.0,19.7,32.3,3.0,0.0,1.0,1.0,9.4,27.4,Month-to-month,5G,Credit Card,East,0
44.0,157624.0,17.2,90.09,1.0,1.0,10.31,1.0,7.9,9.2,One year,Fiber,AutoPay,North,0
45.0,125972.0,13.2,74.66,2.0,1.0,27.18,2.0,7.0,13.3,Two year,Fiber,Credit Card,South,0
34.0,57199.0,71.0,92.37,2.0,2.0,28.43,4.0,4.5,16.4,Month-to-month,5G,Bank Transfer,,0
,79378.0,22.8,82.11,2.0,0.0,18.13,0.0,6.7,23.2,One year,DSL,Cash,Central,0
28.0,71007.0,24.8,45.55,4.0,0.0,7.74,2.0,5.8,7.0,Two year,5G,Credit Card,West,0
33.0,74350.0,67.5,44.17,0.0,1.0,,1.0,8.0,18.2,Month to Month,DSL,AutoPay,West,0
36.0,65726.0,31.3,74.76,1.0,0.0,22.9,1.0,4.5,26.2,Two year,Fiber,AutoPay,Central,0
38.0,40864.0,30.5,75.79,1.0,3.0,4.97,1.0,3.6,2.1,One year,Fiber,Credit Card,North,0
40.0,28473.0,31.9,83.38,1.0,,21.9,1.0,5.7,13.0,Month-to-month,Fiber,AutoPay,West,1
48.0,82755.0,35.3,850.0,2.0,2.0,28.25,1.0,5.7,15.5,One year,DSL,AutoPay,West,0
34.0,61419.0,1.8,52.33,3.0,2.0,8.92,1.0,9.2,3.8,Two year,DSL,,North,0
26.0,61689.0,18.8,52.88,4.0,1.0,6.97,1.0,7.8,7.0,One year,5G,AutoPay,West,0
33.0,54383.0,17.5,94.23,1.0,0.0,26.16,3.0,6.7,16.4,One year,5G,Cash,Central,0
,33300.0,25.9,65.69,2.0,0.0,24.8,1.0,7.5,12.3,,None,Cash,Central,0
47.0,56060.0,19.0,65.14,1.0,,17.56,,5.3,28.1,One year,Fiber,Cash,East,0
28.0,74395.0,8.1,72.33,2.0,0.0,12.69,2.0,7.9,20.9,,Fiber,AutoPay,West,0
18.0,49523.0,15.1,66.55,1.0,0.0,25.71,2.0,4.8,12.8,One year,Fiber,AutoPay,North,0
24.0,105927.0,6.8,67.24,3.0,0.0,19.81,0.0,6.9,7.6,Month-to-month,fiber,Bank Transfer,Central,0
31.0,135850.0,60.0,104.07,3.0,2.0,18.74,1.0,6.0,22.8,Month-to-month,DSL,Credit Card,East,0
44.0,82931.0,4.8,96.28,2.0,1.0,18.73,1.0,6.5,16.4,Month-to-month,Fiber,AutoPay,South,1
18.0,79600.0,36.2,73.11,1.0,0.0,30.19,1.0,7.6,2.1,Month-to-month,Fiber,Bank Transfer,Central,0
29.0,25708.0,14.2,,6.0,1.0,14.8,1.0,,10.8,Month-to-month,Fiber,AutoPay,North,0
42.0,,17.2,75.78,3.0,1.0,20.27,1.0,2.7,15.2,Month-to-month,Fiber,Cash,East,0
36.0,45993.0,26.9,108.06,1.0,1.0,16.43,1.0,5.5,12.4,Month-to-month,DSL,Cash,West,0
47.0,109705.0,24.8,67.71,2.0,1.0,28.14,2.0,7.5,12.5,Two year,5G,AutoPay,North,0
26.0,49240.0,42.2,31.08,6.0,1.0,9.57,,6.2,5.7, MONTH-TO-MONTH ,Fiber,Credit Card,North,0
22.0,53286.0,45.5,126.08,3.0,1.0,17.26,1.0,9.3,22.4,One year,None,Bank Transfer,Central,1
39.0,31153.0,58.2,75.24,3.0,0.0,21.9,2.0,5.9,0.0,Month-to-month,Fiber,Bank Transfer,North,0
36.0,22444.0,35.2,104.55,1.0,2.0,29.41,2.0,4.5,4.8,Month-to-month,Fiber,UPI,East,1
23.0,33437.0,15.4,69.62,1.0,3.0,3.07,1.0,5.8,9.9,Two year,Fiber,UPI,West,0
57.0,29663.0,15.9,127.36,1.0,0.0,29.62,1.0,9.0,27.7,Month-to-month,DSL,Cash,East,1
41.0,85419.0,41.6,104.64,1.0,3.0,18.36,1.0,5.6,14.1,One year,None,AutoPay,East,0
51.0,75101.0,39.3,76.16,2.0,0.0,11.66,1.0,5.6,7.3,One year,,UPI,West,0
32.0,144494.0,42.6,86.9,1.0,2.0,1.0,1.0,4.7,20.2,One year,DSL,Credit Card,Central,0
7.0,59312.0,25.1,62.39,4.0,2.0,,0.0,2.3,0.0,One year,,Cash,East,1
38.0,117651.0,36.7,67.57,2.0,1.0,13.91,0.0,6.1,16.7,Month-to-month,Fiber,AutoPay,Central,0
48.0,43661.0,45.3,129.35,2.0,1.0,13.32,2.0,5.7,0.0,One year,DSL,UPI,West,0
18.0,21274.0,43.4,48.35,5.0,1.0,9.56,4.0,7.3,29.5,One year,None,Cash,Central,0
34.0,48356.0,27.1,58.82,2.0,0.0,12.46,2.0,10.0,13.3,Month-to-month,Fiber,UPI,East,0
32.0,188493.0,17.9,600.0,3.0,1.0,26.5,1.0,7.7,25.6,Month to Month,Fiber,UPI,South,0
39.0,101940.0,52.8,135.24,3.0,0.0,24.55,0.0,7.4,,Month-to-month,5G,Cash,South,0
29.0,18000.0,38.2,91.9,2.0,0.0,24.51,1.0,6.1,10.8,,DSL,Bank Transfer,South,0
33.0,30499.0,23.4,28.86,1.0,0.0,9.64,0.0,9.5,,Two year,5G,,West,0
27.0,30261.0,31.5,63.95,3.0,0.0,,1.0,6.5,24.2,Two year,Fiber,AutoPay,North,0
32.0,26286.0,31.7,56.43,2.0,0.0,22.17,0.0,4.9,21.1,Month-to-month,Fiber,Credit Card,West,0
46.0,105247.0,21.1,97.51,1.0,1.0,13.92,,4.8,8.1,One year,5G,Credit Card,North,1
46.0,218455.0,13.4,73.55,1.0,2.0,22.28,3.0,8.8,9.2,Month-to-month,DSL,Credit Card,East,0
40.0,107279.0,23.2,82.63,1.0,0.0,31.84,0.0,9.2,22.9,Month-to-month,Fiber,Cash,East,0
3.0,47706.0,38.4,99.84,3.0,1.0,20.78,,6.4,11.5,,None,AutoPay,West,0
43.0,48851.0,,,1.0,1.0,18.29,,6.2,8.6,Two year,DSL,Bank Transfer,,0
44.0,54585.0,10.3,117.86,3.0,3.0,26.63,,7.5,9.3,Month-to-month,5G,AutoPay,Central,1
41.0,48333.0,11.2,85.17,2.0,0.0,24.17,3.0,8.7,11.7,Month-to-month,,UPI,North,1
30.0,77403.0,20.2,103.95,2.0,0.0,17.94,2.0,5.4,,Two year,5G,AutoPay,South,0
48.0,47567.0,37.9,40.59,4.0,0.0,12.59,2.0,7.0,24.8,Month-to-month,Fiber,Bank Transfer,Central,0
40.0,18000.0,9.3,95.56,1.0,,5.16,0.0,5.8,,Two year,Fiber,Bank Transfer,Central,1
38.0,124923.0,2.2,51.22,4.0,1.0,18.09,1.0,,14.1,One year,DSL,AutoPay,South,0
35.0,18000.0,51.4,72.8,1.0,1.0,12.06,1.0,6.5,13.7,,None,AutoPay,East,0
28.0,76278.0,15.5,82.96,3.0,1.0,27.21,2.0,4.5,24.8,Two year,Fiber,Bank Transfer,South,0
31.0,132054.0,44.9,102.63,1.0,3.0,17.21,,4.1,22.9,Month-to-month,Fiber,Cash,East,0
19.0,69326.0,4.1,65.39,0.0,2.0,30.06,2.0,6.3,13.2,Month-to-month,fiber,Cash,South,1
48.0,51918.0,16.6,88.38,,2.0,20.22,2.0,4.9,4.1,Month-to-month,DSL,Bank Transfer,South,1
35.0,24340.0,18.4,94.42,,2.0,22.4,1.0,8.1,,Two year,Fiber,AutoPay,Central,0
42.0,18000.0,43.7,45.81,2.0,5.0,32.74,1.0,5.3,5.1,Month-to-month,Fiber,Credit Card,Central,0
29.0,69300.0,59.3,31.03,2.0,1.0,19.29,,3.2,17.5,Month-to-month,Fiber,UPI,South,0
36.0,78788.0,7.2,120.97,3.0,1.0,17.71,,3.4,18.5,One year,DSL,Credit Card,south ,1
38.0,60411.0,21.7,57.45,1.0,2.0,14.74,2.0,2.5,8.7,Month-to-month,DSL,Credit Card,,1
38.0,27464.0,41.4,47.62,1.0,1.0,26.18,0.0,5.5,20.1,Month-to-month,DSL,Credit Card,South,0
41.0,83529.0,31.9,52.17,1.0,0.0,3.48,1.0,7.8,0.0,One year,DSL,AutoPay,North,0
35.0,32379.0,51.3,112.47,2.0,1.0,7.23,0.0,4.5,17.3,Month-to-month,5G,UPI,North,0
37.0,43750.0,,108.83,4.0,0.0,6.93,1.0,7.5,0.0,One year,Fiber,Cash,West,0
31.0,79550.0,48.5,106.33,4.0,0.0,15.97,1.0,8.5,7.7,Month-to-month,Fiber,Credit Card,South,0
41.0,50935.0,21.1,93.91,2.0,1.0,,,5.4,3.5,One year,Fiber,Credit Card,North,0
41.0,210943.0,12.9,85.34,3.0,0.0,23.55,2.0,6.2,18.3,Month-to-month,Fiber,Bank Transfer,East,0
35.0,70564.0,26.3,118.24,2.0,2.0,22.6,1.0,9.8,20.4,Two year,None,AutoPay,Central,0
54.0,41011.0,28.2,53.58,1.0,2.0,,0.0,5.2,8.7,,Fiber,AutoPay,South,0
36.0,47557.0,26.7,58.12,5.0,0.0,10.88,1.0,8.0,19.7,One year,DSL,Credit Card,South,0
57.0,55572.0,39.4,80.31,,1.0,11.98,1.0,4.4,12.2,Month-to-month,5G,Cash,East,0
56.0,97762.0,24.9,85.8,2.0,0.0,17.95,1.0,6.2,30.0,Month-to-month,5G,Cash,North,0
23.0,,26.8,70.66,1.0,1.0,20.42,2.0,7.3,6.5,Month-to-month,5G,Cash,East,0
18.0,30455.0,25.5,91.28,3.0,1.0,,0.0,4.4,17.3,One year,Fiber,Cash,South,0
18.0,41220.0,23.8,66.33,4.0,1.0,16.01,2.0,4.2,27.2,Two year,5G,Bank Transfer,Central,0
18.0,58688.0,26.6,67.67,2.0,1.0,11.36,0.0,3.0,0.0,Two year,Fiber,Credit Card,Central,1
25.0,42286.0,24.1,850.0,0.0,,12.93,1.0,,12.9,Month-to-month,DSL,Bank Transfer,,0
44.0,26000.0,13.5,75.6,2.0,4.0,34.91,1.0,3.8,10.8,One year,None,Cash,South,0
-5.0,20730.0,18.1,33.2,0.0,1.0,18.88,,8.6,15.0,One year,5G,UPI,West,0
18.0,59792.0,34.8,115.06,1.0,1.0,19.62,1.0,2.7,20.2,Month-to-month,Fiber,UPI,,1
35.0,48605.0,19.2,90.33,4.0,1.0,17.31,0.0,6.2,0.2,Month-to-month,Fiber,AutoPay,South,1
51.0,,24.7,73.69,2.0,0.0,15.08,,7.0,3.9,One year,Fiber,Bank Transfer,South,0
44.0,99737.0,,104.9,1.0,2.0,16.86,0.0,7.8,16.1,Two year,Fiber,Cash,South,0
34.0,27873.0,34.0,93.15,2.0,0.0,26.42,0.0,6.8,1.2,Month-to-month,Fiber,Cash,East,0
26.0,59855.0,39.0,,3.0,3.0,24.6,2.0,7.1,31.6,Month-to-month,Fiber,UPI,North,1
39.0,30295.0,39.6,136.4,,3.0,21.83,1.0,6.5,13.2,Month-to-month,,UPI,Central,0
20.0,63722.0,22.8,999.0,3.0,,,3.0,4.9,30.5,One year,Fiber,AutoPay,North,0
56.0,40265.0,36.3,63.4,2.0,1.0,30.33,1.0,7.5,4.0,Month-to-month,Fiber,,North,0
33.0,57240.0,24.1,49.1,1.0,1.0,27.12,0.0,7.0,,Two year,Fiber,Bank Transfer,West,0
49.0,69331.0,18.3,31.7,3.0,3.0,1.0,0.0,5.1,0.0,Month-to-month,DSL,Bank Transfer,North,1
29.0,88006.0,3.9,83.37,3.0,1.0,35.4,1.0,4.9,12.1,Month-to-month,Fiber,Cash,South,1
,133730.0,67.5,108.06,4.0,3.0,23.64,0.0,7.1,3.0,One year,,Cash,Central,0
45.0,35181.0,71.6,59.68,0.0,0.0,18.7,0.0,6.3,0.8,Month-to-month,DSL,UPI,West,0
48.0,76469.0,25.5,24.68,2.0,1.0,33.53,1.0,7.9,12.3,One year,,Bank Transfer,North,0
31.0,109706.0,38.3,70.57,2.0,1.0,19.45,3.0,5.6,18.7,One year,5G,Bank Transfer,Central,0
18.0,71663.0,38.6,77.39,0.0,1.0,32.29,1.0,7.2,7.4,Month-to-month,Fiber,Bank Transfer,East,0
19.0,18000.0,41.0,68.43,3.0,0.0,14.06,1.0,3.0,11.9,Month-to-month,DSL,Cash,Central,0
43.0,168791.0,12.4,64.27,3.0,1.0,8.42,3.0,5.2,15.0,Two year,DSL,AutoPay,North,0
40.0,,40.0,124.85,1.0,0.0,17.07,2.0,7.2,9.4,One year,5G,AutoPay,West,1
39.0,43183.0,25.4,92.9,2.0,0.0,13.89,4.0,7.2,0.0,One year,Fiber,Bank Transfer,Central,1
42.0,57446.0,23.1,38.0,2.0,,20.25,0.0,6.3,2.9,One year,5G,Bank Transfer,South,0
55.0,35031.0,49.3,69.5,2.0,0.0,15.03,2.0,8.6,,One year,Fiber,Credit Card,North,0
22.0,36029.0,7.5,32.57,4.0,2.0,33.73,1.0,,25.3,One year,DSL,AutoPay,East,0
51.0,96136.0,21.3,58.63,2.0,2.0,1.0,0.0,7.3,20.7,One year,DSL,UPI,North,1
45.0,,18.0,68.87,5.0,0.0,16.99,1.0,6.2,9.2,Month-to-month,Fiber,Credit Card,South,0
43.0,98770.0,16.4,116.99,4.0,2.0,26.16,0.0,5.1,,Two year,Fiber,UPI,Central,0
18.0,83762.0,40.5,106.65,2.0,1.0,25.61,0.0,6.3,13.2,One year,Fiber,AutoPay,East,0
43.0,79637.0,41.4,95.66,0.0,3.0,19.92,0.0,4.3,22.2,Month-to-month,DSL,UPI,Central,0
,103654.0,44.0,42.41,0.0,2.0,9.37,4.0,8.2,20.8,Month-to-month,DSL,AutoPay,North,1
34.0,43230.0,11.5,104.36,1.0,0.0,19.85,1.0,4.1,18.6,Month-to-month,DSL,AutoPay,West,0
38.0,94719.0,22.0,73.04,2.0,,23.02,2.0,5.9,11.9,Month-to-month,DSL,Bank Transfer,Central,0
48.0,,15.8,45.42,2.0,0.0,10.89,1.0,,6.5,One year,Fiber,UPI,West,0
28.0,81281.0,25.7,62.42,2.0,1.0,10.55,1.0,4.0,20.6,Month-to-month,Fiber,Credit Card,South,0
41.0,18000.0,12.0,97.42,5.0,3.0,28.11,2.0,8.3,10.6,,,UPI,South,1
27.0,26929.0,25.8,77.92,5.0,0.0,9.06,,6.1,23.1,One year,Fiber,UPI,North,0
44.0,36749.0,40.7,42.34,2.0,1.0,21.89,1.0,8.4,13.2,One year,Fiber,Credit Card,West,0
42.0,38221.0,58.9,80.4,7.0,2.0,17.39,2.0,5.5,6.7,Month-to-month,DSL,UPI,West,1
25.0,67037.0,9.2,117.78,1.0,1.0,18.05,4.0,6.8,16.5,Month-to-month,Fiber,Cash,North,1
43.0,38782.0,30.0,63.26,1.0,0.0,2.0,4.0,6.1,18.8,Two year,Fiber,UPI,Central,0
32.0,39532.0,21.4,131.29,3.0,1.0,20.73,0.0,9.6,18.6,One year,Fiber,Cash,East,0
29.0,20893.0,7.8,78.79,2.0,0.0,20.24,0.0,5.5,11.1,Month-to-month,DSL,UPI,South,0
38.0,25911.0,27.3,88.8,,1.0,17.69,1.0,6.1,13.4,One year,DSL,UPI,,0
40.0,57984.0,20.1,91.9,3.0,0.0,33.31,2.0,,11.0,,Fiber,AutoPay,East,1
30.0,55727.0,4.5,100.65,5.0,0.0,10.12,1.0,5.3,18.8,Month-to-month,Fiber,,south ,0
,39864.0,54.4,87.68,3.0,0.0,17.86,2.0,7.6,1.6,Month-to-month,DSL,Bank Transfer,West,0
33.0,57522.0,60.6,74.68,1.0,2.0,26.49,0.0,4.5,15.5,Month-to-month,5G,Cash,East,0
37.0,147700.0,12.1,58.44,2.0,0.0,17.31,,6.2,0.0,Month-to-month,None,UPI,East,0
38.0,133270.0,24.2,,1.0,2.0,18.53,0.0,6.7,8.3,Month-to-month,None,UPI,South,0
42.0,38877.0,35.5,106.36,4.0,1.0,14.84,1.0,7.3,,Month-to-month,Fiber,AutoPay,East,0
33.0,72115.0,13.4,59.02,1.0,0.0,4.16,1.0,6.2,15.8,Month-to-month,None,AutoPay,North,0
,19943.0,16.2,120.12,3.0,,37.73,0.0,5.5,10.1,One year,5G,Bank Transfer,West,0
41.0,54094.0,17.7,48.79,2.0,0.0,21.7,3.0,5.8,8.7,Month-to-month,Fiber,UPI,West,0
41.0,86961.0,47.6,,4.0,3.0,40.21,5.0,5.6,17.7,Month-to-month,Fiber,UPI,Central,1
37.0,20372.0,53.4,66.42,0.0,2.0,16.27,2.0,5.6,29.2,Two year,Fiber,AutoPay,West,0
47.0,95249.0,11.1,77.6,35.0,3.0,17.7,3.0,8.7,16.3,One year,5G,Bank Transfer,North,0
30.0,64826.0,25.2,103.65,3.0,2.0,23.55,0.0,6.1,11.1,Month-to-month,,Bank Transfer,West,0
44.0,42866.0,28.9,74.76,,1.0,21.95,1.0,5.6,9.8,One year,5G,Credit Card,North,0
58.0,63159.0,27.1,119.98,3.0,2.0,23.15,2.0,4.8,5.4,One year,DSL,UPI,West,1
37.0,55648.0,21.7,119.52,,0.0,11.66,1.0,6.5,11.1,Two year,,UPI,,0
29.0,21520.0,12.6,65.51,2.0,2.0,23.64,1.0,6.4,11.4,One year,Fiber,Bank Transfer,North,0
18.0,40693.0,36.6,111.78,4.0,1.0,16.11,0.0,5.0,15.3,,Fiber,AutoPay,,0
,100616.0,14.4,53.22,2.0,2.0,19.72,2.0,7.0,3.8,One year,DSL,Credit Card,Central,0
,45250.0,16.8,92.4,7.0,0.0,16.91,2.0,8.4,21.6,One year,Fiber,Credit Card,Central,0
36.0,33970.0,12.2,82.52,1.0,1.0,18.05,0.0,4.5,11.4,Month-to-month,DSL,Cash,West,0
49.0,45955.0,19.7,110.74,4.0,0.0,7.03,1.0,5.3,13.9,Two year,DSL,AutoPay,East,1
26.0,28235.0,18.4,74.97,1.0,2.0,23.78,0.0,9.9,7.5,One year,Fiber,Credit Card,South,0
36.0,44069.0,65.6,43.79,2.0,1.0,26.06,2.0,5.7,4.4,Month-to-month,DSL,Bank Transfer,Central,0
34.0,145931.0,,28.21,4.0,1.0,8.4,1.0,5.8,4.8,Month-to-month,Fiber,AutoPay,North,1
41.0,70827.0,46.2,101.9,3.0,0.0,14.56,1.0,6.3,2.6,Month-to-month,Fiber,,East,0
46.0,45526.0,20.5,92.32,1.0,1.0,10.45,3.0,6.6,18.5,Month-to-month,DSL,UPI,South,0
39.0,56015.0,3.6,95.72,2.0,1.0,,1.0,7.2,9.7,One year,DSL,UPI,East,0
43.0,62055.0,,72.94,2.0,2.0,14.9,0.0,6.9,23.8,One year,5G,AutoPay,South,1
46.0,66813.0,28.4,62.16,1.0,1.0,25.49,1.0,8.1,22.0,One year,DSL,Credit Card,North,0
39.0,39078.0,46.3,71.13,4.0,,20.94,1.0,7.3,13.3,One year,5G,Credit Card,Central,0
34.0,66332.0,15.6,85.73,3.0,0.0,22.73,1.0,6.2,6.6,One year,Fiber,AutoPay,Central,0
,172135.0,36.9,86.29,0.0,2.0,28.48,0.0,7.4,1.5,One year,DSL,,South,1
55.0,79498.0,58.5,77.21,1.0,3.0,15.29,0.0,6.9,14.3,Month-to-month,None,UPI ,East,0
46.0,57426.0,80.5,113.7,1.0,1.0,,0.0,4.0,9.9,Month-to-month,None,AutoPay,North,0
31.0,18000.0,21.6,47.97,1.0,2.0,31.72,2.0,3.7,0.0,One year,5G,Cash,East,0
46.0,191640.0,43.1,123.96,1.0,1.0,17.97,2.0,6.2,2.6,One year,,Credit Card,West,1
33.0,93278.0,13.9,66.61,1.0,,6.72,2.0,9.8,10.6,Two year,DSL,Credit Card,South,0
32.0,57440.0,37.7,,1.0,2.0,18.73,1.0,9.8,23.5,Month-to-month,DSL,Credit Card,Central,0
33.0,,21.6,108.71,2.0,,17.99,2.0,5.1,20.2,One year,Fiber,UPI,West,0
34.0,44114.0,78.1,100.05,2.0,1.0,15.22,1.0,,14.3,Month-to-month,Fiber,AutoPay,West,0
21.0,44224.0,6.4,76.9,0.0,0.0,21.06,4.0,7.3,9.0,Month-to-month,DSL,UPI,Central,0
46.0,128750.0,41.7,68.45,1.0,2.0,28.68,2.0,5.6,10.3,Month-to-month,None,Cash,Central,1
42.0,19906.0,25.5,80.74,2.0,2.0,8.17,0.0,4.2,14.8,Month-to-month,Fiber,Credit Card,North,0
33.0,25709.0,23.8,51.86,0.0,2.0,2.81,0.0,5.5,19.4,Month-to-month,DSL,Bank Transfer,North,1
51.0,52656.0,25.4,69.45,3.0,1.0,9.33,1.0,8.5,6.3,Month-to-month,5G,Credit Card,South,1
37.0,57760.0,25.6,101.62,4.0,3.0,13.5,0.0,5.8,3.9,Month-to-month,Fiber,AutoPay,South,0
44.0,26871.0,8.3,136.81,4.0,2.0,27.46,3.0,5.3,10.9,Month-to-month,DSL,UPI,Central,1
28.0,34708.0,24.1,78.75,2.0,1.0,6.69,1.0,9.3,28.4,,None,Credit Card,Central,0
28.0,38908.0,32.4,92.01,2.0,0.0,1.0,2.0,7.6,17.4,Two year,5G,Credit Card,North,0
63.0,61772.0,74.7,56.46,4.0,0.0,19.05,1.0,5.8,19.4,Month-to-month,5G,,South,1
,27782.0,51.5,70.62,1.0,2.0,15.27,0.0,7.4,4.2,Two year,Fiber,Credit Card,East,0
23.0,45312.0,39.0,99.77,1.0,2.0,1.13,0.0,6.9,11.6,Month-to-month,Fiber,Credit Card,,1
20.0,150588.0,17.6,85.96,5.0,3.0,3.45,0.0,,6.4,One year,DSL,Bank Transfer,North,1
36.0,87571.0,4.9,37.66,3.0,1.0,29.03,0.0,4.4,3.9,Month-to-month,Fiber,UPI,Central,0
18.0,500000.0,8.7,31.15,0.0,2.0,23.81,1.0,8.3,,Month-to-month,Fiber,Cash,Central,1
50.0,134208.0,66.0,-5.0,1.0,0.0,23.72,,6.5,0.3,One year,,Credit Card,North,0
42.0,47547.0,50.2,20.0,0.0,0.0,22.65,5.0,8.8,14.8,Month-to-month,Fiber,UPI,North,0
52.0,80651.0,12.9,32.4,3.0,0.0,5.26,3.0,6.1,14.6,Two year,DSL,Cash,East,0
45.0,18000.0,30.8,89.02,3.0,3.0,,4.0,8.5,1.9,One year,Fiber,AutoPay,North,1
70.0,50168.0,31.4,105.82,3.0,1.0,9.91,3.0,5.5,12.9,One year,DSL,UPI,West,1
25.0,19218.0,26.3,113.09,2.0,1.0,2.89,3.0,4.3,19.6,Month-to-month,Fiber,Bank Transfer,East,1
31.0,55733.0,88.2,68.18,2.0,2.0,17.53,1.0,9.1,1.3,Two year,Fiber,Cash,South,0
49.0,87195.0,4.8,35.39,2.0,0.0,16.38,1.0,,17.3,Month-to-month,5G,Cash,Central,0
38.0,56353.0,37.8,66.77,4.0,1.0,20.1,1.0,6.9,7.3,Month-to-month,Fiber,UPI,North,1
39.0,92037.0,8.5,27.48,1.0,2.0,12.2,2.0,8.8,12.5,Two year,5G,AutoPay,North,1
46.0,50766.0,38.2,123.12,2.0,2.0,24.51,4.0,9.3,25.6,One year,5G,Cash,South,0
39.0,65132.0,24.1,76.77,4.0,1.0,9.39,2.0,7.3,0.0,Month-to-month,Fiber,Bank Transfer,East,0
53.0,47960.0,25.9,36.42,1.0,0.0,15.45,2.0,8.0,8.4, MONTH-TO-MONTH ,Fiber,AutoPay,North,0
19.0,54398.0,34.7,125.11,3.0,0.0,22.04,3.0,6.8,17.5,Two year,Fiber,Credit Card,East,0
38.0,1000000.0,49.6,45.87,,0.0,11.94,2.0,6.9,0.0,Two year,5G,Cash,North,0
31.0,39311.0,32.7,74.46,3.0,1.0,11.73,1.0,7.7,29.4,,Fiber,AutoPay,Central,1
31.0,18774.0,,78.01,3.0,,27.59,2.0,4.6,14.4,Month-to-month,DSL,Bank Transfer,North,0
43.0,24785.0,22.8,140.0,2.0,1.0,14.43,2.0,6.9,1.2,Month-to-month,Fiber,Bank Transfer,Central,0
30.0,117690.0,10.0,40.38,3.0,1.0,20.85,3.0,8.3,18.4,Two year,5G,AutoPay,East,1
25.0,37659.0,27.5,71.48,,0.0,27.79,0.0,6.8,29.1,Month-to-month,5G,Credit Card,South,0
25.0,35805.0,11.7,109.98,2.0,1.0,13.53,2.0,8.2,13.6,Month-to-month,Fiber,UPI,West,1
61.0,124146.0,33.6,45.46,1.0,2.0,24.89,1.0,6.2,8.8,Month-to-month,None,Bank Transfer,North,1
18.0,36052.0,37.1,61.27,2.0,3.0,14.75,,,0.0,Month-to-month,DSL,Bank Transfer,North,0
31.0,40869.0,43.8,27.27,2.0,1.0,,1.0,6.2,6.1,Month-to-month,None,AutoPay,West,0
49.0,54525.0,,82.64,,2.0,6.03,2.0,10.0,12.2,Month-to-month,None,Bank Transfer,South,0
47.0,53410.0,8.0,108.91,1.0,1.0,15.99,2.0,5.2,24.2,Month-to-month,None,UPI,East,1
46.0,124508.0,20.8,82.61,3.0,1.0,32.98,0.0,6.0,4.7,Month-to-month,5G,,South,0
26.0,51411.0,27.7,106.27,2.0,2.0,21.19,0.0,4.7,6.4,Month-to-month,Fiber,Credit Card,West,1
26.0,231236.0,12.0,127.62,1.0,2.0,22.83,1.0,6.5,0.5,Month-to-month,Fiber,Bank Transfer,North,1
49.0,66240.0,37.8,66.66,0.0,0.0,1.0,0.0,4.6,9.5,Month-to-month,Fiber,UPI,North,1
29.0,60932.0,31.5,115.98,2.0,0.0,19.29,1.0,4.9,11.9,Month-to-month,DSL,,North,0
41.0,75664.0,24.3,81.82,1.0,1.0,29.02,,4.7,11.1,Two year,Fiber,Credit Card,,0
39.0,53698.0,7.6,77.92,2.0,1.0,22.32,0.0,5.1,19.3,Month-to-month,5G,Credit Card,North,0
52.0,21892.0,13.7,,5.0,2.0,13.93,2.0,5.6,11.8,One year,Fiber,Cash,West,1
33.0,145819.0,23.5,83.53,4.0,1.0,,2.0,6.0,16.7,Month-to-month,None,Bank Transfer,West,0
33.0,35610.0,21.2,52.09,2.0,,1.0,0.0,5.7,11.3,Month-to-month,DSL,Cash,West,0
