Crop Type,Field Size (hectares),Planting Date,Soil Type,Fertilizer Used,Irrigation Type,Yield_t_per_ha
Groundnut,0.63,17-05-2024,Sandy,Compost/Organic Manure,Sprinkler Irrigation,1.323
Rice,0.15,17-06-2024,Loamy,Compost/Organic Manure,Drip Irrigation,5.185
Maize,4.16,11-10-2024,Laterite,NPK,Rainfed,2.938
Cotton,5.32,27-04-2025,Loamy,Urea,Furrow/Canal irrigation,0.523
Potato,0.18,02-10-2024,Silty,Ammonium Sulphate,Rainfed,20.493
Rice,1.81,17-06-2025,Loamy,NPK,Rainfed,4.383
Maize,1.85,18-10-2024,Sandy,DAP,Drip Irrigation,3.722
Wheat,0.12,03-12-2023,Silty,NPK,Furrow/Canal irrigation,3.318
Rice,0.18,21-06-2024,Laterite,DAP,Rainfed,3.997
Cotton,1.88,11-06-2025,Loamy,Compost/Organic Manure,Flood Irrigation,0.512
Sugarcane,1.67,21-02-2024,Peaty,Compost/Organic Manure,Sprinkler Irrigation,87.894
Rice,0.74,07-06-2025,Laterite,Compost/Organic Manure,Flood Irrigation,3.606
Sugarcane,4.79,12-11-2025,Clay,MOP,Flood Irrigation,87.954
Potato,1.04,10-06-2024,Sandy,Compost/Organic Manure,Furrow/Canal irrigation,19.791
Wheat,1.21,13-11-2025,Silty,Urea,Rainfed,2.897
Cotton,3.67,03-05-2025,Silty,Compost/Organic Manure,Furrow/Canal irrigation,0.474
Soybean,0.61,10-06-2025,Clay,Compost/Organic Manure,Furrow/Canal irrigation,1.072
Rice,3.5,14-06-2024,Laterite,NPK,Flood Irrigation,3.532
Sugarcane,4.19,10-12-2025,Loamy,NPK,Furrow/Canal irrigation,100.402
Onion,0.27,24-06-2024,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,26.492
Onion,0.21,24-04-2023,Loamy,Compost/Organic Manure,Rainfed,20.636
Cotton,1.46,03-07-2023,Laterite,Urea,Drip Irrigation,0.425
Sugarcane,1.1,27-11-2023,Clay,Urea,Drip Irrigation,91.457
Potato,1.61,23-02-2023,Loamy,NPK,Furrow/Canal irrigation,27.504
Rice,3.37,08-06-2025,Peaty,Compost/Organic Manure,Furrow/Canal irrigation,3.847
Rice,2.96,26-07-2025,Loamy,Compost/Organic Manure,Drip Irrigation,5.254
Maize,0.72,18-10-2024,Loamy,MOP,Flood Irrigation,3.837
Cotton,1,14-06-2024,Loamy,NPK,Rainfed,0.538
Wheat,0.22,25-12-2024,Alluvial,Ammonium Sulphate,Flood Irrigation,3.092
Onion,0.17,11-04-2025,Alluvial,MOP,Rainfed,24.319
Cotton,0.53,17-06-2025,Alluvial,Biofertilizers,Sprinkler Irrigation,0.5
Wheat,2.15,05-12-2025,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,3.576
Maize,4.62,17-09-2025,Sandy,Urea,Furrow/Canal irrigation,3.339
Sugarcane,0.81,16-11-2025,Sandy,Compost/Organic Manure,Furrow/Canal irrigation,77.56
Cotton,0.65,08-07-2025,Silty,Compost/Organic Manure,Rainfed,0.367
Onion,2.33,05-05-2025,Laterite,Compost/Organic Manure,Sprinkler Irrigation,23.569
Rice,3.58,23-06-2024,Alluvial,DAP,Flood Irrigation,5.133
Potato,1.11,01-01-2025,Sandy,DAP,Sprinkler Irrigation,23.508
Potato,0.99,15-02-2023,Alluvial,NPK,Flood Irrigation,24.075
Maize,2.33,07-10-2024,Loamy,MOP,Furrow/Canal irrigation,3.99
Soybean,9.91,16-06-2025,Loamy,Urea,Rainfed,1.023
Potato,0.44,14-06-2025,Peaty,MOP,Flood Irrigation,21.745
Onion,1.82,02-11-2025,Alluvial,Compost/Organic Manure,Drip Irrigation,29.023
Wheat,4.12,27-12-2023,Chalky,Biofertilizers,Rainfed,2.303
Groundnut,2.03,02-06-2025,Loamy,NPK,Rainfed,1.188
Maize,1.16,19-09-2023,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,3.511
Maize,1.76,26-07-2024,Alluvial,MOP,Drip Irrigation,4.085
Soybean,3.9,10-06-2024,Alluvial,Urea,Rainfed,1.084
Maize,1.72,07-06-2025,Clay,DAP,Flood Irrigation,3.652
Groundnut,3.12,10-05-2025,Loamy,DAP,Rainfed,1.421
Potato,0.68,04-10-2025,Loamy,Urea,Furrow/Canal irrigation,25.125
Soybean,4.11,26-06-2024,Chalky,Urea,Rainfed,0.794
Sugarcane,2.36,09-10-2024,Clay,Ammonium Sulphate,Drip Irrigation,100.434
Rice,1.9,05-06-2024,Loamy,Urea,Rainfed,4.929
Sugarcane,1.81,12-02-2025,Silty,NPK,Furrow/Canal irrigation,104.838
Sugarcane,1.22,08-12-2024,Loamy,DAP,Furrow/Canal irrigation,109.092
Maize,0.61,04-09-2023,Silty,DAP,Rainfed,3.181
Wheat,2.46,28-10-2024,Clay,DAP,Rainfed,2.818
Maize,2.85,18-07-2023,Silty,NPK,Furrow/Canal irrigation,3.691
Rice,0.59,28-06-2025,Laterite,NPK,Furrow/Canal irrigation,4.827
Rice,0.19,27-07-2024,Silty,Biofertilizers,Furrow/Canal irrigation,4.743
Maize,2.75,25-10-2023,Clay,DAP,Furrow/Canal irrigation,3.63
Maize,5.39,24-09-2025,Alluvial,NPK,Furrow/Canal irrigation,3.678
Cotton,0.91,08-05-2025,Silty,DAP,Furrow/Canal irrigation,0.502
Maize,0.27,23-06-2024,Alluvial,Urea,Rainfed,3.529
Maize,0.7,10-10-2024,Laterite,MOP,Furrow/Canal irrigation,3.486
Potato,1.21,25-07-2025,Alluvial,Ammonium Sulphate,Rainfed,21.3
Onion,1.69,23-04-2024,Clay,DAP,Rainfed,18.619
Soybean,2.28,28-06-2025,Loamy,NPK,Flood Irrigation,1.1
Potato,6.82,10-11-2025,Loamy,DAP,Rainfed,25.955
Wheat,1.49,25-10-2025,Silty,Compost/Organic Manure,Furrow/Canal irrigation,3.768
Sugarcane,0.24,23-11-2025,Silty,DAP,Furrow/Canal irrigation,98.235
Soybean,0.93,21-06-2024,Loamy,MOP,Rainfed,0.936
Wheat,5.08,16-11-2024,Chalky,Biofertilizers,Rainfed,2.144
Wheat,2.61,04-11-2025,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,3.383
Rice,0.79,16-07-2025,Clay,Biofertilizers,Rainfed,4.217
Wheat,4.71,14-10-2024,Silty,NPK,Drip Irrigation,3.779
Maize,3.24,04-09-2024,Loamy,Compost/Organic Manure,Drip Irrigation,4.706
Potato,5.93,05-07-2024,Laterite,Biofertilizers,Rainfed,20.083
Wheat,0.8,20-11-2023,Chalky,DAP,Flood Irrigation,3.007
Wheat,2.11,27-11-2025,Loamy,Urea,Rainfed,2.817
Groundnut,1.9,07-06-2025,Silty,Urea,Sprinkler Irrigation,1.642
Cotton,1.73,04-04-2025,Loamy,NPK,Flood Irrigation,0.482
Soybean,0.94,04-06-2025,Sandy,Ammonium Sulphate,Rainfed,0.729
Potato,1.13,04-06-2024,Alluvial,NPK,Rainfed,23.385
Rice,2.71,01-07-2025,Silty,DAP,Furrow/Canal irrigation,4.717
Maize,0.1,17-10-2024,Silty,Compost/Organic Manure,Rainfed,3.332
Maize,2.59,06-07-2025,Laterite,DAP,Flood Irrigation,3.032
Maize,0.13,13-06-2025,Silty,NPK,Drip Irrigation,4.128
Onion,1.65,15-04-2025,Chalky,Urea,Rainfed,19.331
Maize,0.28,14-07-2024,Sandy,DAP,Flood Irrigation,4.029
Maize,1.69,08-09-2024,Alluvial,MOP,Rainfed,3.827
Potato,1.08,02-11-2025,Laterite,Urea,Furrow/Canal irrigation,19.644
Rice,0.65,15-07-2024,Loamy,Urea,Rainfed,4.281
Potato,0.3,06-11-2024,Silty,DAP,Drip Irrigation,25.75
Rice,0.49,14-07-2024,Alluvial,DAP,Furrow/Canal irrigation,5.047
Rice,1.62,09-06-2023,Laterite,Urea,Sprinkler Irrigation,4.598
Maize,4.24,18-09-2025,Alluvial,DAP,Drip Irrigation,4.288
Potato,0.83,17-06-2025,Clay,Urea,Sprinkler Irrigation,25.766
Rice,1.13,28-06-2025,Silty,NPK,Furrow/Canal irrigation,5.34
Maize,0.86,23-09-2024,Loamy,MOP,Furrow/Canal irrigation,4.415
Rice,0.39,15-07-2024,Silty,NPK,Furrow/Canal irrigation,4.618
Cotton,1.83,21-07-2025,Alluvial,DAP,Rainfed,0.471
Groundnut,2.46,06-06-2025,Clay,NPK,Furrow/Canal irrigation,1.512
Wheat,4.22,20-10-2025,Alluvial,NPK,Flood Irrigation,3.647
Rice,1.49,07-06-2024,Clay,MOP,Sprinkler Irrigation,4.758
Potato,0.51,13-02-2024,Loamy,Urea,Flood Irrigation,27.613
Maize,0.15,12-10-2024,Alluvial,NPK,Flood Irrigation,3.896
Rice,2.02,10-06-2025,Clay,DAP,Furrow/Canal irrigation,3.914
Potato,3.89,12-07-2023,Laterite,NPK,Drip Irrigation,24.339
Onion,6.72,07-11-2023,Loamy,NPK,Drip Irrigation,28.617
Rice,0.33,21-06-2023,Silty,Urea,Flood Irrigation,5.416
Potato,1.66,10-07-2024,Loamy,Compost/Organic Manure,Rainfed,20.87
Potato,0.28,22-06-2024,Laterite,Compost/Organic Manure,Rainfed,20.118
Rice,0.63,11-07-2025,Silty,NPK,Furrow/Canal irrigation,5.705
Wheat,2.13,03-10-2025,Silty,DAP,Flood Irrigation,3.713
Rice,0.68,14-06-2025,Silty,NPK,Furrow/Canal irrigation,4.923
Rice,0.84,01-06-2025,Alluvial,Urea,Drip Irrigation,5.639
Groundnut,3.42,22-05-2024,Clay,Urea,Rainfed,1.169
Potato,1.85,28-02-2025,Clay,Biofertilizers,Rainfed,17.068
Cotton,2.15,17-06-2025,Loamy,Ammonium Sulphate,Rainfed,0.504
Cotton,1.36,08-05-2025,Laterite,NPK,Flood Irrigation,0.467
Onion,1.73,02-11-2024,Alluvial,DAP,Furrow/Canal irrigation,24.56
Rice,0.99,08-06-2025,Clay,Urea,Drip Irrigation,4.675
Cotton,3.01,14-07-2024,Silty,DAP,Flood Irrigation,0.48
Soybean,2.52,14-06-2025,Clay,NPK,Flood Irrigation,1.118
Onion,1.11,10-10-2025,Loamy,Compost/Organic Manure,Rainfed,19.932
Onion,2.92,10-04-2024,Loamy,Compost/Organic Manure,Flood Irrigation,20.449
Soybean,5.56,03-06-2025,Sandy,Compost/Organic Manure,Sprinkler Irrigation,0.906
Maize,0.68,02-06-2025,Sandy,Urea,Sprinkler Irrigation,3.631
Onion,7.07,22-11-2025,Silty,Urea,Furrow/Canal irrigation,23.357
Wheat,1.05,02-10-2025,Silty,Compost/Organic Manure,Sprinkler Irrigation,3.376
Rice,1.51,04-07-2025,Loamy,DAP,Furrow/Canal irrigation,4.974
Rice,0.45,20-07-2024,Alluvial,Urea,Furrow/Canal irrigation,4.313
Cotton,1.12,02-06-2025,Clay,DAP,Sprinkler Irrigation,0.47
Maize,0.34,10-10-2024,Silty,Compost/Organic Manure,Flood Irrigation,3.58
Onion,1.08,08-10-2025,Clay,Ammonium Sulphate,Drip Irrigation,26.11
Rice,2.26,05-07-2024,Loamy,Urea,Furrow/Canal irrigation,5.778
Sugarcane,0.23,14-11-2025,Loamy,MOP,Furrow/Canal irrigation,94.151
Cotton,3.46,16-05-2025,Silty,NPK,Flood Irrigation,0.501
Wheat,6.28,13-11-2023,Loamy,NPK,Rainfed,3.333
Maize,0.43,24-10-2024,Alluvial,NPK,Flood Irrigation,4.709
Onion,1.84,09-04-2023,Clay,NPK,Furrow/Canal irrigation,22.806
Rice,1.13,09-07-2024,Alluvial,Compost/Organic Manure,Flood Irrigation,4.349
Groundnut,1.09,11-06-2025,Sandy,NPK,Furrow/Canal irrigation,1.275
Cotton,0.46,17-06-2024,Clay,NPK,Rainfed,0.379
Onion,0.22,26-06-2024,Sandy,Biofertilizers,Rainfed,18.131
Wheat,1.71,01-11-2023,Clay,MOP,Furrow/Canal irrigation,3.299
Maize,1.82,11-09-2025,Laterite,DAP,Flood Irrigation,3.466
Potato,0.95,13-11-2025,Loamy,NPK,Drip Irrigation,29.145
Onion,0.27,14-10-2024,Sandy,Urea,Furrow/Canal irrigation,24.008
Cotton,1.77,25-06-2023,Silty,Urea,Furrow/Canal irrigation,0.501
Wheat,0.8,13-10-2025,Silty,DAP,Rainfed,3.103
Wheat,0.41,08-12-2023,Alluvial,Urea,Sprinkler Irrigation,3.607
Groundnut,1.91,22-06-2024,Loamy,Urea,Rainfed,1.219
Groundnut,0.27,10-06-2023,Alluvial,Ammonium Sulphate,Rainfed,1.412
Rice,0.27,08-06-2025,Sandy,Compost/Organic Manure,Furrow/Canal irrigation,4.145
Wheat,1.4,11-11-2024,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,3.773
Maize,3.16,26-07-2024,Sandy,Compost/Organic Manure,Flood Irrigation,3.236
Maize,0.75,24-07-2025,Sandy,Biofertilizers,Furrow/Canal irrigation,3.447
Potato,0.18,05-10-2025,Loamy,NPK,Rainfed,21.888
Rice,1.14,26-07-2023,Laterite,Urea,Rainfed,4.508
Potato,5.6,25-11-2024,Silty,Ammonium Sulphate,Furrow/Canal irrigation,25.576
Groundnut,2.33,13-06-2025,Loamy,NPK,Furrow/Canal irrigation,1.742
Rice,6.11,01-07-2023,Alluvial,Biofertilizers,Rainfed,4.137
Maize,0.14,03-07-2025,Loamy,Urea,Rainfed,3.44
Groundnut,0.38,04-06-2024,Silty,Urea,Furrow/Canal irrigation,1.557
Wheat,1.26,10-11-2025,Sandy,Urea,Furrow/Canal irrigation,2.636
Sugarcane,0.21,05-11-2025,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,109.849
Onion,1.93,24-11-2023,Loamy,Urea,Furrow/Canal irrigation,25.988
Wheat,0.59,20-12-2025,Silty,Urea,Drip Irrigation,3.824
Onion,1.27,06-10-2024,Silty,MOP,Drip Irrigation,26.533
Rice,0.97,26-06-2025,Chalky,Biofertilizers,Furrow/Canal irrigation,4.491
Cotton,3.32,25-07-2024,Alluvial,DAP,Furrow/Canal irrigation,0.581
Rice,2.1,05-06-2024,Sandy,Biofertilizers,Rainfed,3.345
Rice,3.17,13-07-2023,Silty,DAP,Rainfed,3.605
Cotton,6.44,06-05-2023,Silty,MOP,Furrow/Canal irrigation,0.562
Soybean,1.66,06-06-2024,Laterite,Compost/Organic Manure,Rainfed,0.712
Wheat,2.07,09-12-2023,Silty,Compost/Organic Manure,Furrow/Canal irrigation,3.421
Maize,1.8,20-06-2023,Silty,DAP,Rainfed,3.787
Wheat,1.58,19-11-2025,Loamy,DAP,Furrow/Canal irrigation,3.763
Rice,0.61,01-07-2024,Alluvial,NPK,Sprinkler Irrigation,5.111
Wheat,1.27,19-12-2025,Sandy,Ammonium Sulphate,Sprinkler Irrigation,3.056
Rice,0.46,22-06-2025,Clay,Biofertilizers,Flood Irrigation,3.862
Rice,1.08,27-06-2025,Chalky,NPK,Flood Irrigation,3.936
Maize,0.21,28-06-2025,Loamy,Biofertilizers,Flood Irrigation,3.93
Cotton,1.42,28-05-2024,Silty,DAP,Flood Irrigation,0.396
Potato,1.07,09-02-2024,Clay,DAP,Rainfed,19.232
Rice,1.51,07-07-2025,Clay,Compost/Organic Manure,Sprinkler Irrigation,4.569
Wheat,0.23,26-11-2025,Laterite,Urea,Rainfed,2.58
Wheat,1.77,28-12-2024,Loamy,NPK,Flood Irrigation,3.334
Rice,4.31,01-06-2024,Laterite,MOP,Flood Irrigation,4.138
Onion,0.2,12-06-2024,Silty,Ammonium Sulphate,Flood Irrigation,23.221
Sugarcane,0.31,03-12-2025,Silty,Compost/Organic Manure,Flood Irrigation,102.705
Wheat,0.19,18-12-2025,Alluvial,MOP,Furrow/Canal irrigation,3.593
Onion,5.94,05-10-2025,Alluvial,DAP,Rainfed,21.801
Cotton,0.26,06-05-2023,Sandy,DAP,Furrow/Canal irrigation,0.475
Wheat,0.47,13-12-2025,Silty,Biofertilizers,Rainfed,2.367
Maize,0.99,08-09-2024,Loamy,Compost/Organic Manure,Flood Irrigation,3.918
Groundnut,9.21,18-06-2024,Sandy,Urea,Rainfed,1.099
Rice,0.41,15-06-2025,Clay,Biofertilizers,Drip Irrigation,4.677
Sugarcane,1.06,24-12-2025,Loamy,NPK,Drip Irrigation,105.982
Rice,0.11,21-07-2024,Silty,NPK,Sprinkler Irrigation,5.135
Wheat,2.32,26-10-2025,Loamy,MOP,Furrow/Canal irrigation,3.243
Onion,1.45,09-06-2023,Silty,MOP,Rainfed,23.575
Rice,1.17,26-06-2025,Clay,DAP,Drip Irrigation,4.883
Soybean,2.71,12-06-2023,Laterite,NPK,Sprinkler Irrigation,1.131
Groundnut,0.86,06-05-2025,Laterite,DAP,Drip Irrigation,1.298
Rice,0.3,15-07-2024,Sandy,NPK,Rainfed,3.378
Rice,0.49,27-07-2024,Peaty,Urea,Drip Irrigation,4.929
Potato,1.68,12-06-2024,Sandy,Urea,Furrow/Canal irrigation,23.391
Maize,1.39,03-06-2025,Loamy,Urea,Flood Irrigation,3.739
Potato,3.15,15-07-2025,Loamy,Biofertilizers,Rainfed,19.471
Cotton,9.89,09-07-2024,Loamy,MOP,Furrow/Canal irrigation,0.549
Potato,3.65,13-11-2024,Laterite,NPK,Drip Irrigation,24.247
Soybean,0.61,24-06-2025,Chalky,Biofertilizers,Drip Irrigation,0.918
Maize,7.75,18-06-2023,Alluvial,Compost/Organic Manure,Flood Irrigation,3.373
Rice,0.5,11-06-2024,Silty,Urea,Flood Irrigation,4.344
Cotton,2.73,28-07-2023,Laterite,Urea,Furrow/Canal irrigation,0.498
Sugarcane,1.19,03-11-2025,Clay,MOP,Drip Irrigation,101.667
Groundnut,3.36,28-06-2024,Loamy,Urea,Drip Irrigation,1.693
Rice,4.13,03-06-2025,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,5.027
Soybean,0.4,26-06-2025,Sandy,Compost/Organic Manure,Rainfed,0.751
Maize,1.18,11-07-2025,Clay,Urea,Furrow/Canal irrigation,3.056
Soybean,1.57,18-06-2024,Laterite,MOP,Rainfed,0.908
Maize,11.43,05-09-2025,Loamy,Compost/Organic Manure,Rainfed,3.647
Groundnut,1.11,17-05-2024,Clay,Urea,Rainfed,1.058
Rice,0.39,12-07-2025,Silty,Urea,Furrow/Canal irrigation,5.268
Wheat,1.42,04-12-2024,Loamy,Urea,Flood Irrigation,3.14
Wheat,1.18,12-10-2024,Loamy,Urea,Rainfed,3.364
Groundnut,1.81,14-05-2025,Loamy,NPK,Furrow/Canal irrigation,1.419
Cotton,0.45,25-04-2025,Silty,MOP,Furrow/Canal irrigation,0.588
Onion,1.79,09-04-2024,Laterite,Biofertilizers,Furrow/Canal irrigation,19.17
Wheat,0.57,24-12-2025,Sandy,MOP,Flood Irrigation,2.959
Potato,1.76,16-11-2025,Alluvial,DAP,Sprinkler Irrigation,25.962
Groundnut,0.71,13-05-2025,Loamy,Urea,Drip Irrigation,1.728
Sugarcane,3.28,19-02-2025,Silty,Ammonium Sulphate,Flood Irrigation,101.345
Wheat,2.76,25-11-2024,Chalky,NPK,Furrow/Canal irrigation,3.027
Cotton,0.39,03-06-2024,Clay,Urea,Flood Irrigation,0.533
Onion,0.71,25-11-2024,Loamy,Compost/Organic Manure,Sprinkler Irrigation,29.805
Groundnut,1.54,10-05-2024,Loamy,Compost/Organic Manure,Furrow/Canal irrigation,1.368
Sugarcane,0.78,26-01-2025,Loamy,DAP,Rainfed,88.388
Potato,0.77,25-01-2025,Loamy,Urea,Flood Irrigation,24.679
Sugarcane,2.75,11-11-2025,Laterite,Urea,Rainfed,72.686
Sugarcane,5.78,21-02-2024,Sandy,Compost/Organic Manure,Flood Irrigation,74.051
Onion,0.48,07-05-2025,Laterite,DAP,Flood Irrigation,19.771
Sugarcane,2.07,26-12-2025,Sandy,Urea,Rainfed,68.429
Cotton,1.7,08-05-2025,Silty,MOP,Sprinkler Irrigation,0.534
Wheat,4.64,02-10-2025,Alluvial,Compost/Organic Manure,Furrow/Canal irrigation,2.847
Onion,0.54,13-11-2025,Sandy,Biofertilizers,Furrow/Canal irrigation,22.328
Groundnut,1.92,07-05-2023,Laterite,Biofertilizers,Drip Irrigation,1.397
Rice,3.42,27-06-2024,Silty,Biofertilizers,Flood Irrigation,4.907
Maize,4.98,09-10-2025,Laterite,Compost/Organic Manure,Rainfed,2.747
Onion,1.8,13-10-2025,Loamy,Compost/Organic Manure,Sprinkler Irrigation,25.613
Rice,0.54,28-06-2025,Silty,Compost/Organic Manure,Flood Irrigation,4.151
Cotton,0.67,11-07-2024,Laterite,MOP,Furrow/Canal irrigation,0.464
Maize,1.87,07-06-2025,Silty,NPK,Drip Irrigation,3.826
Maize,1.21,03-09-2024,Loamy,Urea,Furrow/Canal irrigation,3.997
Groundnut,0.28,24-06-2025,Sandy,NPK,Drip Irrigation,1.438
Potato,0.48,14-11-2024,Clay,Compost/Organic Manure,Drip Irrigation,21.579
Sugarcane,0.77,25-11-2025,Alluvial,Biofertilizers,Furrow/Canal irrigation,97.54
Potato,1.12,12-10-2025,Clay,Compost/Organic Manure,Drip Irrigation,26.553
Potato,3.31,03-11-2024,Loamy,Compost/Organic Manure,Drip Irrigation,29.581
